Marca temporal,¿Has tenido alguna empresa que ha fracasado?,Edad:,¿Con qué género te identificas más?,Nivel educativo: ,¿Cuántos años de experiencia laboral tienes?,¿Cuántas empresas has tenido? ,¿Cuántas de ellas siguen activas?,¿Qué tipo de empresa era?,¿Cuántos empleados tuvo? ,¿Cuántos años estuvo activa?,¿En qué estado(s) de la república tenía sus operaciones? ,¿Contaba con operaciones a nivel nacional o internacional?, ¿La empresa tenía un único dueño o varios socios? ,¿Cuál era el ingreso anual promedio de la empresa? (millones de pesos),¿Cómo calificarías los servicios de electricidad que te fueron proporcionados?,¿Sufriste algún tipo de pérdidas debido a la falta de este servicio? ¿Cuáles?,¿Consideras que el sector informal tuvo impacto en el cierre de tu negocio?, ¿Por qué?,¿Los niveles de inseguridad afectaron al desempeño de tu empresa? ,¿Cómo es que afectó a tu empresa?,¿Intentaste exportar o importar algún producto?, ¿Qué dificultades encontraste?,¿Cómo calificarías los trámites administrativos que la ley te pedía mes con mes?,¿Tuviste que contratar algún tipo de asesoría o apoyo para cumplir con todos los trámites anteriores?,¿Qué costo representó para ti mensualmente cumplir con esos trámites?,¿Cómo calificarías la tasa de impuestos que fueron asignados a tu empresa?,¿Tuviste que recurrir a algún tipo de práctica para pagar menos impuestos?,¿Podrías enlistar algunas de ellas?,¿Cuáles fueron los tres trámites más complicados durante la vida de tu empresa?,¿Te pidieron sobornos o realizar algún acto de corrupción durante tus trámites gubernamentales?,¿Aceptaste?,¿Cómo calificarías el proceso de cierre de tu empresa en términos administrativos?,¿Por qué?,¿Qué trámite consideras el más costoso en tiempo y dinero para el cierre de tu empresa?,¿Concluiste con todos los trámites?,¿Qué trámite o procedimiento no has concluido? ¿Por qué?,Indica los programas de gobierno de apoyo a PYMEs que conozcas,¿Cómo te enteraste de estos programas?,¿Has leído alguna de las convocatorias a dichos programas?,¿Consideras que estas convocatorias son accesibles para cualquier empresario?,¿Por qué?,¿Has hecho uso de alguno de estos programas?,¿Cuál programa utilizaste?,¿Cómo calificarías tu experiencia?,¿Tuviste un monitoreo constante por parte de las entidades gubernamentales?  ,¿Consideras que fue efectivo dicho seguimiento?,¿Consideras que los entregables y evidencias presentadas fueron una buena metodología de evaluación?,"Una vez terminado el programa, ¿se te dio algún tipo de seguimiento en los meses/años posteriores?",¿Qué relevancia tuvo este apoyo del gobierno en la muerte de tu empresa? ,¿Recibiste algún tipo de asesoría para participar en las convocatorias de alguno de los programas de gobierno?,¿En qué consistía este tipo de asesoría? ¿Podrías proporcionarnos un costo aproximado?,¿Consideras claro y transparente el proceso de selección de los distintos programas?,¿Fuiste testigo de prácticas corruptas en en el proceso?,¿Consideras que existe algún tipo de favoritismo en la selección de candidatos?,¿Por qué?,¿Encontraste que la oferta de programas del gobierno respondía a las necesidades de tu empresa?,¿Por qué?,¿Qué tipo de apoyo por parte del gobierno consideras que hizo falta para que tu empresa no fracasara?,¿En algún momento fuiste invitado por parte del gobierno a participar en alguna asociación empresarial o clúster?,En el caso de que hayas participado ¿fue de utilidad para tu empresa?,¿Por qué?
8/24/2016 19:10:28,Sí,32,Masculino,Maestría,10,3,2,Industrial,12,1,Zacatecas,Internacional,Único dueño,un millón a tres millones,2,"Si, estaba mal configurada la conexión trifasica, solo tuve Delays en los tiempo de operación.",No,,No,,Sí,El mercado global basado en el mercado financiero de Wall Street y su quiebra en el 2008,3,Sí,5000,3,No,,Los tramites de calculo y pago de impuestos,No,No,2,"Solo cerré físicamente, administrativamente seguí operando con la misma razón social.",El pago y liquidación de trabajadores,Sí,,Ninguno,No,No,No,No las conzco actualmente,Sí,CONACYT - INNOVAPYME,2,Sí,Sí,Sí,Sí,3,Sí,COMO SUBIR LA INFORMACIÓN,No,No,Sí,ACUERDOS INTERNOS DE LOS PROGRAMAS,Sí,ERA DE INOVACIÓN,"NINGUNO, NO FUE FALTA DE APOYO GUBERNAMENTAL",Sí,Sí,EXISTE INFORMACIÓN QUE DESCONOCÍA Y QUE ME AYUDÓ UN BUEN CONSEJO.
8/24/2016 20:01:38,Sí,35,Masculino,Maestría,20,2,1,Servicios,8,2,Zacatecas,Nacional,Varios socios,cero a medio millón,4,Ninguna ,No,,No,,No,,3,No,,5,Sí,,Hacienda,No,No,5,Socios,Permisos y créditos ,Sí,,Fondo pyne,Amigos,Sí,No,Lectura complicada,No,,,,,,,,,,No,Sí,Sí,Los conocidos van primero,No,Falta de asesoría ,Accesibilidad en financiamientos,No,No aplica,
8/24/2016 20:29:07,Sí,49,Masculino,Maestría,30,3,1,Comercio,15,8,Zacatecas,Nacional,Único dueño,medio a un millón,3,NO,No,,No,,No,,5,Sí,5000,5,Sí,PAGAR A UN FISCALISTA PARA PLANEAR EL PAGO DE LOS IMPUESTOS,"LA ALTA EN HACIENDA, EL CALCULO DE LOS IMPUESTOS Y LA DECLARACION ANUAL",No,No,1,NINGUNO,NINGUNO,Sí,,INADEM,Internet,No,No,SON MUCHOS LOS TRAMITES QUE SOLICITAN,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,NORMALMENTE SON PARA FAMILIARES Y AMIGOS DE LOS FUNCIONARIOS,No,NORMALMENTE SON PROGRAMAS DE APOYO ECONOMICO,"ASESORIA ADMINISTRATIVA, DE COMERCIALIZACION Y FISCAL",Sí,No,NORMALMENTE LOS LIDERES DE LAS ASOCIACIONES SE QUEDAN CON TODOS LOS BENEFICIOS
8/24/2016 21:46:53,Sí,59,Masculino,Maestría,33,3,1,avícola; asesoria industria.,4,5,Guanajuato,Nacional,Varios socios,cero a medio millón,2,no,No,,No,,No,precio de oferta - demanda - competencia,3,No,,5,No,,"Facturación, contabilidad ISR.",No,No,3,"Avisos a imss, sat, etc.",notarial,Sí,,INADEM ,semana del emprendedor,Sí,No,"Complicadas para su entendimiento, una vez comprendidas complicadas para trámites, una vez tramitado muy poco probable obtener negocio.  ",Sí,"capacitación de emprendedores, cómo elaborar plan de negocio, marketing.",2,No,No,No,No,3,Sí,"cómo venderle al gobierno ""compranet"" ; sin costo.",No,Sí,Sí,"En tres oportunidades de participación, hubo un elegido predestinado.",Sí,"Prometió participación en licitaciones, pero sin lograr negocio; prometió capacitación y si la proporcionó.","Transparencia en licitaciones, lograr un servicio redituable.",No,No aplica,
8/24/2016 23:33:10,Sí,25,Masculino,Licenciatura,10,2,1,Granja,5,1,Zacatecas,Nacional,Único dueño,cero a medio millón,2,No ninguna,No,,No,,No,,5,Sí,1200,4,No,,"Incorporación al SAT, Competencia (Monopolios), Impuestos",No,No,1,Porque el balance estaba en ceros cuando cerre,liquidación,Sí,,Ninguno,...,No,Sí,Es bueno un apoyo extra,No,,,,,,,,,,No,No,Sí,Por las influencias que siempre ejercen su poder en estos tramites,No,No se,No se,No,No aplica,
8/25/2016 9:28:29,Sí,31,Femenino,Licenciatura,15,4,2,Comercio,10,8,"Aguascalientes, Zacatecas",Nacional,Único dueño,cero a medio millón,3,Ventas ,No,,Sí,Cerré ,No,,5,Sí,600,4,Sí,,Darme de alta en Hacienda y llevar la contabilidad ,No,No,4,Por qué debía pagar cierre en Hacienda ,Hacienda ,Sí,,Ninguno,No,No,No,Son para amigos del gobierno,No,,,,,,,,,,No,Sí,Sí,Se ve qué hay favoritismo con las amistades ,Sí,Atiende las necesidades del negocio,No poner tan alto el iva y las declaraciones ,No,No aplica,
8/25/2016 9:28:37,Sí,31,Femenino,Licenciatura,15,4,2,Comercio,10,8,"Aguascalientes, Zacatecas",Nacional,Único dueño,cero a medio millón,3,Ventas ,No,,Sí,Cerré ,No,,5,Sí,600,4,Sí,,Darme de alta en Hacienda y llevar la contabilidad ,No,No,4,Por qué debía pagar cierre en Hacienda ,Hacienda ,Sí,,Ninguno,No,No,No,Son para amigos del gobierno,No,,,,,,,,,,No,Sí,Sí,Se ve qué hay favoritismo con las amistades ,Sí,Atiende las necesidades del negocio,No poner tan alto el iva y las declaraciones ,No,No aplica,
8/25/2016 14:18:46,Sí,50,Otro,Licenciatura,25,2,1,Comercio,3,8,Baja California Sur,Nacional,Único dueño,cero a medio millón,3,Robo de artículos,SÍ,No venian a consumir,Sí,Hicieron saqueos,No,,5,Sí,2500,3,Sí,Evasión de impuestos,Pagar protección civil,Sí,Sí,4,,Liquidaciones,Sí,,Apoyo emprendedor,Canaco,Sí,No,Demasiado requisito y pocos son los que acceden a creditos,No,,,,,,,,,,No,No,Sí,Ya que no a cualquier persona le apoyan,No,Demasiado complicado von requisitos,Economico,No,No aplica,
8/25/2016 14:22:28,Sí,37,Femenino,Licenciatura,14,2,0,Comercio,1,1,Zacatecas,Nacional,Único dueño,cero a medio millón,3,no,SÍ,Porque ellos no tienen que pagar impuesto ,No,,No,,3,Sí,500,1,No,,REGISTRARTE ANTE EL SAT,No,No,3,TIENES QUE AVISAR ANTE LA PRESIDENCIA MUNICIPAL,TESORERIA MUNICIPAL,Sí,,"INADEM, CREDITO JOVEN, PROGRAMAS ESTATALES",TRABAJO EN GOBIERNO,Sí,No,SON EL LÍNEA Y NO TODOS TIENEN ACCESO A INTERNET,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,No,NO DAN A CONOCER EL PROCESO DE SELECCIÓN,Sí,PORQUE DAN SUBSIDIOS Y TE APOYAN CON COMPUTADORAS,PROGRAMAS DE COMERCIALIZACIÓN Y MERCADOTECNIA ,No,No aplica,
8/25/2016 16:15:16,Sí,50,Masculino,Preparatoria,32,3,0,Servicios,5,14,Puebla,Nacional,Único dueño,medio a un millón,3,corto circuito,No,,No,,No,,5,Sí,,5,No,,permisos,Sí,No,5,sin flujo de efectivo,permisos,Sí,,préstamos a pymes,Internet,No,No,por los requisitos,Sí,pymes,5,Sí,Sí,Sí,No,5,No,,No,No,Sí,porqué el nivel de corrupción existente,No,porque los intereses eran altos y no se podían pagar,disminución en la tasa de impuestos,No,No,no fue suficiente
8/26/2016 15:45:20,Sí,49,Masculino,Preparatoria,1,1,0,Servicios,1,2,Quintana Roo,Nacional,Único dueño,cero a medio millón,3,no,No,,Sí,el  lugar  donde  estava  el negocio,No,,2,Sí,"10,000",2,No,,,Sí,No,2,salir  mal  con  mi  socio ,la licencia,Sí,,,no,Sí,No, por  que  te  solicitan  informacion  y  quien  me  garantiza  su  confidencialidad,No,,,,,,,,,,No,No,Sí, por ser  el  cuate  que  tramita,Sí,no,no,No,No,
8/27/2016 10:52:22,Sí,28,Masculino,Licenciatura,8,5,2,Servicios,10,1,Michoacán,Nacional,Varios socios,medio a un millón,2,no,No,,Sí,Nos pidieron cuota,No,,5,Sí,100000,3,Sí,no reportar todas las ventas,Licencia de funcionamiento. Nunca la pudimos sacar,Sí,Sí,5,No se pudo disolver la sociedad por el coto que implicaba,Licencia municipal,No,,"Credito Joven, Nafinsa",Canaco,Sí,No,La tramitología es sumamente compleja,No,,,,,,,,,,No,No,No,Pues al no conocer al resto de los participantes no se tiene punto de referencia,No,Nunca me enteré de algo específico,"Asesoría, empleados capacitados, seguridad, fondo de apoyo economico",Sí,Sí,
8/27/2016 22:50:32,Sí,25,Femenino,Licenciatura,5,1,0,Comercio,1,1,Michoacán,Nacional,Único dueño,cero a medio millón,3,Por paro de producción,No,,Sí,Fue el motivo del cierre,No,,4,No,,3,No,,"Facturación, dar de alta y corte ",No,No,4,Por el proceso que tienen,,Sí,,INADEM ,Amigos,Sí,No,Los requisitos,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Por los requisitos no son alcanzables,Sí,Para iniciar mi empresa,Apoyo de seguridad ,No,No aplica,No fui requerida
8/29/2016 16:00:36,Sí,47,Femenino,Licenciatura,30,2,1,Comercio,1,1,Quintana Roo,Nacional,Único dueño,cero a medio millón,1,NINGUNA,No,,No,,Sí,NINGUNA,4,Sí,800.00,5,Sí,NO FACTURABA,TODOS LOS RELACIONADOS CON EL MUNICIPIO DE BENITO JUAREZ,No,No,3,NO ENTENDIA TODOS LOS TRAMITES QUE TENIA QUE HACER,LIQUIDAR A MI EMPLEADA,Sí,,INADEM,"SRIA, DE ECONOMIA DEL EDO. DE QUINTANA ROO",Sí,No,NECESITAS DEDICARLES MUCHO TIEMPO ,Sí,PROGRAMA 2.3 DEL INADEM,3,Sí,No,Sí,No,5,Sí,INCUBADORA DE NEGOCIOS (UNIVERSIDAD DEL SUR) NINGUN COSTO,No,No,Sí,LOS APOYOS SON PARA PRODUCTORES NUNCA PARA COMERCIALIZADORES,No,TAL VEZ PORQUE LOS PROGRAMAS NO TIENEN INTERES EN LOS COMERCIALIZADORES,QUE EL INADEM CONTEMPLARA LOS MILES DE DIFERENTES TIPOS DE NEGOCIOS QUE EXISTEN,No,No aplica,
8/30/2016 21:21:51,Sí,46,Femenino,Preparatoria,10,1,0,Activación física ,2,3 meses,Campeche,Nacional,Único dueño,cero a medio millón,3,No,No,,No,,No,,3,Sí," 1,900.00",3,No,,Fondo campeche,No,No,5, Cerré a los tres meses sin terminar de pagar a través del mismo negocio,Darme de baja en hacienda,Sí,El pago total de Fondo Campeche,Fondo Campeche,Amigos,No,No,En el régimen de pequeños contribuyentes no son igualitarios,No,,,,,,,,,,No,No,No,No detecte nada,Sí,"Fondo Campeche te hace un préstamo para tu negocio pero te pide muchos requisitos que al final solo realmente te prestan si dejas facturas de autos o documento de bienes, valúan tus propiedades y sobre eso te realizan el préstamo para pagarlo en mensualidades ","En aquel entonces se realizó sobre la avenida central el proyecto de megadrenaje a los dos meses de abrir el negocio, hubo cierre de muchos negocios y el mío. El apoyo que ofreció el gobierno era otro préstamo de menor cantidad  y que de todos modos se tenía que devolver mi negocio apareció y me hablaron para ir por el cheque del cual no fui para no seguir endeudandome. Fracasé  con el negocio por un proyecto del gobierno. Actualmente me encuentro sin trabajo y para pagar la deuda de fondo Campeche  tuve que buscar otras opciones de trabajos denigrantes para terminar de pagar, el último pago es en enero de 2017
Mi visión de emprendedora se vino abajo llevo tres años sin poder salir adelante",No,No aplica,No tuve información 
8/31/2016 14:50:05,Sí,30,Masculino,Maestría,10,2,1,Servicios,1,2,Sinaloa,Nacional,Único dueño,cero a medio millón,1,"Ninguna, altos costos",SÍ,Competencia desleal,No,,No,,3,Sí,300,2,No,,"Alta en hacienda, alta en seguro y pago de impuestos.",No,No,2,"No era una empresa grande, el trámite en hacienda fue por internet.",Ninguno,Sí,,"Fondos INADEM, Red FOSIN",Acercamiento al gobierno,Sí,No,Requisitos no tan fáciles de cumplir.,Apliqué pero no fui seleccionado,,,,,,,,,,No,Sí,Sí,"Escuche ofrecimientos de ""facilidades"" pero no fueron aceptados.",No,Mucha capacitación y poco recurso efectivo.,"Capacitación de calidad, desarrollo de ecosistema.",Sí,No,Sirven a manera de RRPP pero se vuelven clubes sociales sin mucho rendimiento.
8/31/2016 14:56:50,Sí,38,Masculino,Licenciatura,24,4,2,Comercio,5,2,"Coahuila, Ciudad de México, México, Nuevo León",Nacional,Varios socios,un millón a tres millones,2,No,No,,No,,Sí,Permisos de la dependencia de salubridad fueron muy lentos.,4,No,,3,No,,Trámites de salubridad,Sí,No,2,N/A,N/A,Sí,,Ninguno,N/A,No,No,No las conozco,No,,,,,,,,,,No,No,No,N/A,No,,"Orientación en trámites, apoyo financiero, asesoría legal",No,No aplica,
8/31/2016 16:04:37,Sí,27,Femenino,Licenciatura,5,2,1,Servicios,1,0,Querétaro,Nacional,Único dueño,cero a medio millón,3,no,SÍ,es competencia indirecta,No,,No,personales,5,No,,2,No,,"licencia de funcionamiento, protección civil y el otro",No,No,2,no me di de alta,licencia de funcionamiento ,Sí,,"mexico emprende, CREA, SEDESU",Internet,Sí,Sí,no cobran,Sí,Mexico punto conectado,1,Sí,Sí,Sí,No,4,No,,Sí,No,No,porque no cobran y me pareció muy accesible el proceso,Sí,Design thinking es buen programa,asesoría en mercadotecnia y relacion entre lo personal y el negocio,No,No aplica,
9/2/2016 15:56:07,Sí,34,Masculino,Maestría,14,2,0,Industrial,7,3,Zacatecas,Nacional,Varios socios,cero a medio millón,4,"mermas en producción por retrasos, mermas en embalajes, etiquetados. ",SÍ,"Ya que al no estar regulados, dan pautas para ventas delictivas, robos y reventas; al igual del hecho de que, al no pagar impuestos correspondientes a sus ventas, tienen un retorno de inversión mayor que los que pagan impuestos (micro, pequeñas y medianas empresas... separando a las grandes, que se amparan o establecen estrategias con asociaciones civiles o de beneficencia para poder tener beneficios fiscales)",Sí,"Fuimos sujetos de robo en más de 4 ocasiones, levantamos actas ante el Ministerio Público, sin que se haya dado solución a ninguna acta/reporte.",Sí,"Burocracia y favoritismo a particulares y otras empresas del giro, que tenían conexiones (familiares y de amistad) con el gobierno en turno y con quienes manejaban los fondos y programas correspondientes.",4,Sí,2500,5,Sí,"facturación, declaración menor, omisión de ventas... etc.",declaración y pago de impuestos; gestión de apoyos financieros; gestión de proyectos de inversión.,No,No,4,"Por que existe la situación de que no puedo finiquitar la empresa desde hace más de un año, por tener declaraciones pendientes de años anteriores. Siendo que se había contratado un Contador para ello, pero al surgirle otros trabajos, no poseemos los documentos que amparan dichas declaraciones. ",N/A,No,Declaraciones ante el SAT,"INADEM, SEFIN, Fondo Plata (estatal), FiRCo, ",Internet y conocidos,Sí,No,"Ya que establecen lineamientos que van dirigidos a ciertos sectores económicos y de población, pero no todos llegan a calificar dentro de esos lineamientos.",Apliqué pero no fui seleccionado,,,,,,,,,,No,Sí,Sí,"Como mencioné con anterioridad, fui testigo de que hubo apoyos y proyectos que favorecieron a familiares, amigos y/o conocidos de los encargados de los programas. Al igual de que no daban a conocer con claridad las reglas de operación o requerimientos a todos los interesados, sólo a los que seleccionaban.",Sí,"Porque identifiqué que algunos eran enfocados a los problemas que estaba teniendo (registro de marca, embotellados y envasados, etc.)","Que los asesores del programa estuvieran más enfocados a generar resultados con el productor, que en lograr la meta de solicitudes al programa.",No,No aplica,
9/6/2016 13:54:27,Sí,62,Femenino,Preparatoria,25,3,0,Servicios,2,1,Jalisco,Nacional,Varios socios,cero a medio millón,4,no,No,,Sí,El gobierno al permitir una expresa extranjera sin ninguna regla  que hacen lo que quieren,No,"Que la Empresa UBER  no respeta, hace lo que quiere con las tarifas y es como caja popular es un engaño",5,No,,2,No,,,No,No,3,No se facilitan algunos tramites,,Sí,"la devolución del IVA LA COMPLICAN MUCHISIMO CON VEINTE MIL TRAMITES PARA LOS DEL REG, DE INC . ANTIGUOS REPECOS",ninguno,Redes sociales,No,No,no los conozco,No,,,,,,,,,,No,No,No,"no los conozco y estoy llenando la encuesta en protesta de que admitan EMPRESAS que engañan, si para los usuarios están bien, pero  para las personas que  invertimos por tontas estamos a ciegas a merced de un presunto vividor que el único que gana es él",No,,Que en México  castran a los inversionistas MEXICANOS y se  abren de patas a los green go,No,No aplica,
9/6/2016 23:27:45,Sí,21,Femenino,Preparatoria,5,1,0,Comercio,4,1,Ciudad de México,Nacional,Varios socios,medio a un millón,4,"No, pero mi negocio dependía de la electricidad",No,,No,,No,,5,No,2000,2,No,,"Dar de alta en Cofepris a cada tatuador y perforador, encontrar una empresa que se encargara de los desechos biológicos",Sí,No,5,"Dar de baja todo es igual de complicado, repartir dinero entre los socios, decidir qué hacer con los assets físicos",Liquidar empleados,Sí,,INADEM,Comunidad emprendedora,Sí,No,"Creo que muchos de los requisitos son demasiado formales, se necesita siempre de un asesor para aplicar a las convocatorias",No,,,,,,,,,,No,No,Sí,Porque #México y he oído rumores de candidatos que fueron aceptados por equis o yé relación,No,"Cuando abrí mi estudio de tatuaje aún estaban en pañales los apoyos para ese giro, los únicos trámites que nos hicieron pagar (la certificación de tatuadores y perforades) se nos hizo inútil: no se evaluaba realmente al candidato y era cara para el retorno (5mil pesos por empleado)","No idea, quizá asesorías",No,No aplica,
9/7/2016 9:56:35,Sí,41,Masculino,Licenciatura,21,2,1,Servicios,5,2,Oaxaca,Nacional,Varios socios,cero a medio millón,1,ninguno,No,,No,,No,,5,No,,5,Sí,no,"Permiso, busqueda de empleados",Sí,No,1,no aplica,,Sí,,ninguno,no aplica,No,No,no aplica,No,,,,,,,,,,No,No,Sí,no aplica,No,no aplica,no aplica,No,No aplica,
9/7/2016 10:05:44,Sí,26,Masculino,Licenciatura,3,2,0,Servicios,4,0,Oaxaca,Nacional,Varios socios,cero a medio millón,1,No,No,,No,,No,,4,No,,4,No,,,No,No,1,Fue informal,Supongo que la licencia.,No,,Emprende Joven de INADEM,Internet,Sí,No,Son tediosas ,No,,,,,,,,,,No,No,Sí,Por quedar bien con amigos y personas estrategicas,No,No he investigado bien.,Accesibilidad a permisos,No,No,Porque no fui.
9/8/2016 14:55:24,Sí,33,Masculino,Maestría,14,6,2,Comercio,60,9,Jalisco,Nacional,Único dueño,un millón a tres millones,2,No,SÍ,Vendían más barato algo que yo no podía hacer por relación con el proveedor,Sí,Me robaron varias veces y gracias a uno de ellos tuve que cerrar una sucursal,Sí,Dificultad en temas de aranceles y desconocimiento de procesos,4,Sí,2000,3,Sí,Planeaciones fiscales,"Sindicatos, IMSS y permisos",Sí,Sí,5,"No lo he hecho formalmente, nunca hubo un proceso como tal",Nunca supe ni cuáles se requerían,No,,"Fojal, apoyos de INADEM",eventos y comunicación,Sí,No,Son muy complicadas para un empresario poco formal,Sí,Fojal,2,No,No,No,No,5,No,,Sí,No,Sí,Siempre hay algunos con empresas que conocen sobre todo en INADEM,No,Siempre falta oferta,Seguridad,No,No aplica,
9/8/2016 18:08:53,Sí,31,Femenino,Licenciatura,11,1,0,Comercio,7,2,Yucatán,Nacional,Único dueño,cero a medio millón,4,Todos mis ahorros.,No,,No,,Sí,Es mucho papeleo y permisos del gobierno.,5,Sí,10000,4,No,,Seguro social de los trabajadores.,No,No,4,"Terminar en ceros con los trabajadores, proveedores y dueños del lugar. ",Quedar bien con los proveedores ,Sí,,Pepe y toño,Medios de comunicación. ,No,No,De igual manera los tramites burocráticos son muy extensos para que te puedan apoyar en algun proyecto. ,No,,,,,,,,,,No,No,Sí,Porque en México hay mucha corrupción y por lo tanto estos programas son dados a gente que se arregló con ellos.,No,"En realidad la inversión fue mía, no solicité apoyo del gobierno. ",No se lo atribuyo al gobierno. ,No,No aplica,
9/8/2016 21:52:01,Sí,25,Masculino,Maestría,3,1,0,Comercio,2,0,Sinaloa,Nacional,Varios socios,cero a medio millón,3,No,No,,No,,No,,2,No,,2,No,,Gobiernos ,No,No,1,Baja,Permisos,Sí,,Ninguno,No,No,No,Desconozco ,No,,,,,,,,,,Sí,No,Sí,Conocidos,No,No dieron respuestas ,Económico ,No,No aplica,
9/8/2016 21:56:58,Sí,39,Masculino,Licenciatura,15,2,0,Servicios,2,1,Sinaloa,Nacional,Único dueño,cero a medio millón,1,no,No,,No,,No,,3,No,,4,No,,declaraciones,No,No,1,,baja,Sí,,"fonaes, ",expos,No,No,fala disfucion,No,,,,,,,,,,No,No,No,no he tenido esa experiencia,Sí,todo estuvo acorde,programa de seguimiento emprendedor,No,No aplica,
9/8/2016 21:59:34,Sí,35,Femenino,Maestría,12,2,1,Comercio,2,3,Veracruz,Nacional,Único dueño,cero a medio millón,2,Si no permitía abrir,SÍ,Vendían mas,Sí,Menos horas de actividad,Sí,Idioma y desconfianza ,5,No,200,5,Sí,No declarar,"Dar de alta
Declaracion",No,No,2,Dar de baja en shcp,Ir al sat,Sí,,Ninguno,Ninguno,No,No,Desinformación ,No,,,,,,,,,,No,No,No,Desconozco ,No,Desinformación ,No acudió ,No,No,
9/8/2016 22:19:27,Sí,33,Masculino,Licenciatura,17,2,1,Servicios,2,2,"Campeche, Sinaloa",Nacional,Varios socios,cero a medio millón,2,no,SÍ,"Imitaciones de nuestro servicio era mas barato, pero no cumplia con la misma funcion o efectividad",No,,No,"La myoria de las empresas no capacita a su personal de compras para analizar los beneficios que puede tener el uso de nuevas tecnologias, por lo tanto lo consideran innecesario. ",3,No,,3,No,,,No,No,3,algunos son complicados y de muchas vueltas al mismo lugar ,La declaracion de impuestos y el seguro social ,Sí,,INADEM ,por la secretaria de desarrollo economico ,Sí,Sí,<son realmente para cualquier usuario ,Sí,INadem ,4,Sí,No,No,No,3,Sí,,Sí,Sí,Sí,"Si, no tengo pruebas pero mi proyecto tardo 3 convocatorias para ser apoyado y siempre fue el mismo ",Sí,solamente en el ultimo intento ,no se apoyan los pruectos tecnologicos ,No,No aplica,
9/8/2016 22:51:33,Sí,22,Masculino,Licenciatura,2,1,0,Servicios,2,1,Sinaloa,Nacional,Único dueño,cero a medio millón,2,ninguna,No,,Sí,El lugar estaba en una colonia marginal,No,Barrio peligroso,3,No,,4,No,,Legislacion y pagos de impuestos,No,No,4,Duro porque no habia buena administracion,Compra de maquinaria de produccion,Sí,,INADEM,Internet,Sí,Sí,Es para todos los mexicanos,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,Sí,Por que seleccionan a las personas que ellos conocen,Sí,Tenia la respuesta pero no fui seleccionado,Asesoria,No,No aplica,
9/9/2016 0:36:16,Sí,37,Femenino,Licenciatura,22,3,2,Servicios,20,7,Nuevo León,Nacional,Único dueño,un millón a tres millones,5,Daños en equipos y productos,SÍ,Competencia desleal ,Sí,"Llamadas de extorsión, balaceras, narcotráfico",No,,5,Sí,2000,5,No,,"Trámites IMSS, Pagos a hacienda y tesorería del estado, salubridad",Sí,No,5,Muchos requisitos y vueltas ,"Baja del imss, conciliación y arbitraje",Sí,,Ninguno ,Ninguno,No,No,Ninguno ,No,,,,,,,,,,No,No,No,Ninguno ,No,Ninguno,"Menos trámites, demasiados impuestos y obligaciones ",No,No aplica,
9/14/2016 7:42:33,Sí,39,Masculino,Licenciatura,16,6,3,Servicios,8,2,Querétaro,Nacional,Varios socios,cero a medio millón,2,No,No,,No,,No,,3,Sí,2000,4,Sí,Outsourcing,Permiso municipio ' licencia ,No,No,3,Contrato arrendamiento ,Arrendamiento cencaler ,Sí,,My pyme,Camara comercio,No,No,Mucho tramites,Apliqué pero no fui seleccionado,,,,,,,,,,No,No,No,No vi en mi experiencia nada ireegular ,No,No cuadraban en ese momento con el giro de ese negocio,Capacitación y financieros,No,No aplica,
9/14/2016 11:42:00,Sí,52,Femenino,Licenciatura,28,1,0,Consultoria para el retiro,2,1,Ciudad de México,Nacional,Varios socios,cero a medio millón,3,No,No,,No,,No,,2,Sí,,1,No,,"registro de la marca, formalización de la sociedad",No,No,1,Sólo yo la operaba dejar de dar el servicio fue fácil. Oficialmente no ha cerrado.,,No,Darla de baja,Los de los bancos Mujer Pyme y Proyecto Pyme,Investigando y a uno le ayudo con mentira,No,No,Porque no los he necesitado,No,,,,,,,,,,No,No,No,No lo he utilizado,No,No las busque,No tiene que ver con gobierno,No,No aplica,
9/19/2016 14:09:04,Sí,43,Masculino,Licenciatura,27,6,2,comercio / servicios,12,3,"Ciudad de México, Querétaro",Internacional,Varios socios,un millón a tres millones,4,no,No,,No,,No,,5,No,,5,Sí,Inteligencia Fiscal,Hacienda y permisos,No,No,1,Todo estaba en regla,Liquidación de empleados,Sí,,CREDITO JOVEN NAFIN,MEDIOS,No,No,Hay ramas que no son candidatas a ningún tipo de crédito,No,,,,,,,,,,No,No,No,Por que no he vivido el proceso,No,Mi sector es poco o nada favorecido en términos crediticios,Financiamiento / Asesoría realista,Sí,Sí,Por la relación con otros empresarios
9/19/2016 16:13:33,Sí,49,Masculino,Licenciatura,40,2,1,Comercio,3,2,Sinaloa,Nacional,Único dueño,un millón a tres millones,3,,SÍ,Política de descuentos valemadrista,No,,No,,4,Sí,"3,500.00 ",4,No,,"registro de marca, constitución de la empresa, ",No,No,5,Puesto que hay que mantener todos los registros y notificar a todo mundo,,Sí,,"INADEM, prosoft",medios y relaciones,Sí,No,algunas por no tener el alcance muy definido y otras por ser muy ambiguas,No,,,,,,,,,,No,Sí,Sí,"Tenía que contestar si o no, y dije que si porque no son transparentes los trámites ni la selección.",No,necesidades muy especificas,apoyo en impuestos,No,No aplica,
